Rep	Year	RepSeason	PatchID	Ncells	Species	NInd	Nfemales_stage1	Nmales_stage1	Nfemales_stage2	Nmales_stage2	Nfemales_stage3	Nmales_stage3	NJuvFemales	NJuvMales
21	66	0	27	183	0	3	1	0	1	0	1	0	0	0
21	66	0	28	49	0	0	0	0	0	0	0	0	0	0
21	66	0	29	242	0	3	0	0	0	1	1	1	3	2
21	66	0	30	86	0	0	0	0	0	0	0	0	0	0
21	66	0	33	428	0	0	0	0	0	0	0	0	0	0
21	67	0	0	0	0	0	0	0	0	0	0	0	0	0
21	67	0	9	189	0	0	0	0	0	0	0	0	0	0
21	67	0	10	281	0	0	0	0	0	0	0	0	0	0
21	67	0	11	512	0	2	0	0	0	0	0	2	0	0
21	67	0	13	307	0	0	0	0	0	0	0	0	0	0
21	67	0	14	64	0	0	0	0	0	0	0	0	0	0
21	67	0	15	374	0	1	0	0	0	0	0	1	0	0
21	67	0	16	113	0	0	0	0	0	0	0	0	0	0
21	67	0	17	115	0	0	0	0	0	0	0	0	0	0
21	67	0	18	52	0	2	0	1	1	0	0	0	0	0
21	67	0	19	65	0	1	0	0	1	0	0	0	0	0
21	67	0	20	272	0	2	0	0	0	0	0	2	0	0
21	67	0	21	84	0	2	1	1	0	0	0	0	0	0
21	67	0	22	50	0	0	0	0	0	0	0	0	0	0
21	67	0	23	86	0	7	3	0	0	1	2	1	1	0
21	67	0	24	58	0	0	0	0	0	0	0	0	0	0
21	67	0	25	1229	0	28	14	2	0	0	9	3	6	11
21	67	0	26	244	0	9	1	1	2	1	2	2	1	1
21	67	0	27	183	0	6	1	3	0	0	2	0	0	0
21	67	0	28	49	0	0	0	0	0	0	0	0	0	0
21	67	0	29	242	0	5	2	0	0	0	1	2	0	1
21	67	0	30	86	0	0	0	0	0	0	0	0	0	0
21	67	0	33	428	0	0	0	0	0	0	0	0	0	0
21	68	0	0	0	0	0	0	0	0	0	0	0	0	0
21	68	0	9	189	0	0	0	0	0	0	0	0	0	0
21	68	0	10	281	0	0	0	0	0	0	0	0	0	0
21	68	0	11	512	0	2	0	0	0	0	0	2	0	0
21	68	0	13	307	0	0	0	0	0	0	0	0	0	0
21	68	0	14	64	0	0	0	0	0	0	0	0	0	0
21	68	0	15	374	0	1	0	0	0	0	0	1	0	0
21	68	0	16	113	0	0	0	0	0	0	0	0	0	0
21	68	0	17	115	0	0	0	0	0	0	0	0	0	0
21	68	0	18	52	0	2	0	0	0	1	1	0	0	0
21	68	0	19	65	0	3	1	1	0	0	1	0	0	0
21	68	0	20	272	0	7	1	4	0	0	0	2	0	0
21	68	0	21	84	0	3	0	2	1	0	0	0	0	0
21	68	0	22	50	0	0	0	0	0	0	0	0	0	0
21	68	0	23	86	0	2	0	0	0	0	1	1	2	1
21	68	0	24	58	0	1	1	0	0	0	0	0	0	0
21	68	0	25	1229	0	24	4	2	7	1	7	3	11	9
21	68	0	26	244	0	5	1	0	0	0	1	3	1	1
21	68	0	27	183	0	4	0	0	0	2	2	0	0	0
21	68	0	28	49	0	0	0	0	0	0	0	0	0	0
21	68	0	29	242	0	4	0	1	0	0	1	2	1	2
21	68	0	30	86	0	0	0	0	0	0	0	0	0	0
21	68	0	33	428	0	0	0	0	0	0	0	0	0	0
21	69	0	0	0	0	0	0	0	0	0	0	0	0	0
21	69	0	9	189	0	0	0	0	0	0	0	0	0	0
21	69	0	10	281	0	0	0	0	0	0	0	0	0	0
21	69	0	11	512	0	2	0	0	0	0	0	2	0	0
21	69	0	13	307	0	0	0	0	0	0	0	0	0	0
21	69	0	14	64	0	0	0	0	0	0	0	0	0	0
21	69	0	15	374	0	1	0	0	0	0	0	1	0	0
21	69	0	16	113	0	1	1	0	0	0	0	0	0	0
21	69	0	17	115	0	0	0	0	0	0	0	0	0	0
21	69	0	18	52	0	1	0	0	0	0	1	0	0	0
21	69	0	19	65	0	2	0	0	0	1	1	0	0	0
21	69	0	20	272	0	4	0	2	1	0	0	1	0	0
21	69	0	21	84	0	2	0	0	0	1	1	0	0	0
21	69	0	22	50	0	0	0	0	0	0	0	0	0	0
21	69	0	23	86	0	5	2	1	0	0	1	1	1	1
21	69	0	24	58	0	1	1	0	0	0	0	0	0	0
21	69	0	25	1229	0	29	6	3	4	1	11	4	7	11
21	69	0	26	244	0	8	1	3	0	0	1	3	1	1
21	69	0	27	183	0	7	2	2	0	0	2	1	1	2
21	69	0	28	49	0	0	0	0	0	0	0	0	0	0
21	69	0	29	242	0	6	0	2	0	1	1	2	1	1
21	69	0	30	86	0	0	0	0	0	0	0	0	0	0
21	69	0	33	428	0	0	0	0	0	0	0	0	0	0
21	70	0	0	0	0	0	0	0	0	0	0	0	0	0
21	70	0	9	189	0	0	0	0	0	0	0	0	0	0
21	70	0	10	281	0	0	0	0	0	0	0	0	0	0
21	70	0	11	512	0	2	0	0	0	0	0	2	0	0
21	70	0	13	307	0	0	0	0	0	0	0	0	0	0
21	70	0	14	64	0	0	0	0	0	0	0	0	0	0
21	70	0	15	374	0	1	0	0	0	0	0	1	0	0
21	70	0	16	113	0	1	0	0	1	0	0	0	0	0
21	70	0	17	115	0	0	0	0	0	0	0	0	0	0
21	70	0	18	52	0	1	0	0	0	0	1	0	0	0
21	70	0	19	65	0	3	1	0	0	0	1	1	0	0
21	70	0	20	272	0	5	0	3	0	1	0	1	0	0
21	70	0	21	84	0	2	0	1	0	0	1	0	0	0
21	70	0	22	50	0	0	0	0	0	0	0	0	0	0
21	70	0	23	86	0	3	1	0	0	1	0	1	0	0
21	70	0	24	58	0	3	1	1	1	0	0	0	0	0
21	70	0	25	1229	0	32	6	4	4	1	13	4	17	16
21	70	0	26	244	0	6	1	1	1	1	1	1	2	1
21	70	0	27	183	0	7	0	1	2	1	2	1	2	1
21	70	0	28	49	0	0	0	0	0	0	0	0	0	0
21	70	0	29	242	0	6	1	2	0	1	1	1	1	0
21	70	0	30	86	0	0	0	0	0	0	0	0	0	0
21	70	0	33	428	0	0	0	0	0	0	0	0	0	0
21	71	0	0	0	0	0	0	0	0	0	0	0	0	0
21	71	0	9	189	0	0	0	0	0	0	0	0	0	0
21	71	0	10	281	0	0	0	0	0	0	0	0	0	0
21	71	0	11	512	0	2	0	0	0	0	0	2	0	0
21	71	0	13	307	0	0	0	0	0	0	0	0	0	0
21	71	0	14	64	0	0	0	0	0	0	0	0	0	0
21	71	0	15	374	0	0	0	0	0	0	0	0	0	0
21	71	0	16	113	0	4	0	3	0	0	1	0	0	0
21	71	0	17	115	0	1	1	0	0	0	0	0	0	0
21	71	0	18	52	0	2	0	1	0	0	1	0	0	0
21	71	0	19	65	0	1	0	0	0	0	0	1	0	0
21	71	0	20	272	0	6	1	2	0	1	0	2	0	0
21	71	0	21	84	0	3	0	2	0	0	1	0	0	0
21	71	0	22	50	0	0	0	0	0	0	0	0	0	0
21	71	0	23	86	0	3	0	1	0	0	0	2	0	0
21	71	0	24	58	0	1	0	0	1	0	0	0	0	0
21	71	0	25	1229	0	33	11	0	3	2	15	2	13	15
21	71	0	26	244	0	6	2	1	0	0	2	1	1	3
21	71	0	27	183	0	7	1	1	0	0	3	2	2	2
21	71	0	28	49	0	0	0	0	0	0	0	0	0	0
21	71	0	29	242	0	9	3	1	1	2	0	2	0	0
21	71	0	30	86	0	0	0	0	0	0	0	0	0	0
21	71	0	33	428	0	0	0	0	0	0	0	0	0	0
21	72	0	0	0	0	0	0	0	0	0	0	0	0	0
21	72	0	9	189	0	0	0	0	0	0	0	0	0	0
21	72	0	10	281	0	0	0	0	0	0	0	0	0	0
21	72	0	11	512	0	2	0	0	0	0	0	2	0	0
21	72	0	13	307	0	0	0	0	0	0	0	0	0	0
21	72	0	14	64	0	0	0	0	0	0	0	0	0	0
21	72	0	15	374	0	0	0	0	0	0	0	0	0	0
21	72	0	16	113	0	4	0	0	0	3	1	0	0	0
21	72	0	17	115	0	2	0	2	0	0	0	0	0	0
21	72	0	18	52	0	1	0	0	0	0	1	0	0	0
21	72	0	19	65	0	1	0	0	0	0	0	1	0	0
21	72	0	20	272	0	7	1	2	1	2	0	1	0	0
21	72	0	21	84	0	3	0	1	0	1	1	0	0	0
21	72	0	22	50	0	0	0	0	0	0	0	0	0	0
21	72	0	23	86	0	1	0	0	0	0	0	1	0	0
21	72	0	24	58	0	3	0	2	0	0	1	0	0	0
21	72	0	25	1229	0	35	8	3	8	0	13	3	14	6
21	72	0	26	244	0	9	2	1	2	1	2	1	1	2
21	72	0	27	183	0	7	2	0	1	0	3	1	0	1
21	72	0	28	49	0	0	0	0	0	0	0	0	0	0
21	72	0	29	242	0	7	1	0	2	0	1	3	1	3
21	72	0	30	86	0	0	0	0	0	0	0	0	0	0
21	72	0	33	428	0	0	0	0	0	0	0	0	0	0
21	73	0	0	0	0	0	0	0	0	0	0	0	0	0
21	73	0	9	189	0	0	0	0	0	0	0	0	0	0
21	73	0	10	281	0	0	0	0	0	0	0	0	0	0
21	73	0	11	512	0	2	0	0	0	0	0	2	0	0
21	73	0	13	307	0	0	0	0	0	0	0	0	0	0
21	73	0	14	64	0	0	0	0	0	0	0	0	0	0
21	73	0	15	374	0	0	0	0	0	0	0	0	0	0
21	73	0	16	113	0	2	0	1	0	0	0	1	0	0
21	73	0	17	115	0	1	0	0	0	1	0	0	0	0
21	73	0	18	52	0	2	1	0	0	0	1	0	0	0
21	73	0	19	65	0	2	1	0	0	0	0	1	0	0
21	73	0	20	272	0	8	0	2	1	2	1	2	3	0
21	73	0	21	84	0	4	1	0	0	1	1	1	1	0
21	73	0	22	50	0	0	0	0	0	0	0	0	0	0
21	73	0	23	86	0	4	2	1	0	0	0	1	0	0
21	73	0	24	58	0	2	0	0	0	1	1	0	0	0
21	73	0	25	1229	0	35	9	1	5	2	17	1	12	10
21	73	0	26	244	0	4	1	0	0	0	1	2	2	1
21	73	0	27	183	0	5	0	0	1	0	3	1	2	0
21	73	0	28	49	0	0	0	0	0	0	0	0	0	0
21	73	0	29	242	0	6	0	2	0	0	2	2	1	4
21	73	0	30	86	0	0	0	0	0	0	0	0	0	0
21	73	0	33	428	0	0	0	0	0	0	0	0	0	0
21	74	0	0	0	0	0	0	0	0	0	0	0	0	0
21	74	0	9	189	0	0	0	0	0	0	0	0	0	0
21	74	0	10	281	0	0	0	0	0	0	0	0	0	0
21	74	0	11	512	0	1	0	0	0	0	0	1	0	0
21	74	0	13	307	0	2	2	0	0	0	0	0	0	0
21	74	0	14	64	0	0	0	0	0	0	0	0	0	0
21	74	0	15	374	0	2	1	1	0	0	0	0	0	0
21	74	0	16	113	0	2	2	0	0	0	0	0	0	0
21	74	0	17	115	0	3	1	1	0	0	0	1	0	0
21	74	0	18	52	0	2	0	0	1	0	1	0	0	0
21	74	0	19	65	0	1	0	0	1	0	0	0	0	0
21	74	0	20	272	0	8	1	1	0	0	2	4	2	2
21	74	0	21	84	0	3	1	0	0	0	1	1	0	0
21	74	0	22	50	0	0	0	0	0	0	0	0	0	0
21	74	0	23	86	0	4	0	0	2	1	0	1	0	0
21	74	0	24	58	0	1	0	0	0	0	1	0	0	0
21	74	0	25	1229	0	32	4	2	6	0	17	3	12	19
21	74	0	26	244	0	9	4	2	1	0	1	1	0	0
21	74	0	27	183	0	7	2	1	0	0	3	1	3	2
21	74	0	28	49	0	0	0	0	0	0	0	0	0	0
21	74	0	29	242	0	6	2	1	0	1	0	2	0	0
21	74	0	30	86	0	0	0	0	0	0	0	0	0	0
21	74	0	33	428	0	0	0	0	0	0	0	0	0	0
21	75	0	0	0	0	0	0	0	0	0	0	0	0	0
21	75	0	9	189	0	0	0	0	0	0	0	0	0	0
21	75	0	10	281	0	0	0	0	0	0	0	0	0	0
21	75	0	11	512	0	0	0	0	0	0	0	0	0	0
21	75	0	13	307	0	7	1	5	1	0	0	0	0	0
21	75	0	14	64	0	0	0	0	0	0	0	0	0	0
21	75	0	15	374	0	2	0	1	0	1	0	0	0	0
21	75	0	16	113	0	1	0	0	1	0	0	0	0	0
21	75	0	17	115	0	1	0	0	0	0	0	1	0	0
21	75	0	18	52	0	2	0	0	0	0	2	0	0	0
21	75	0	19	65	0	1	0	1	0	0	0	0	0	0
21	75	0	20	272	0	8	2	1	1	1	1	2	0	0
21	75	0	21	84	0	3	0	0	1	0	1	1	1	1
21	75	0	22	50	0	0	0	0	0	0	0	0	0	0
21	75	0	23	86	0	2	0	0	0	0	1	1	1	4
21	75	0	24	58	0	3	0	2	0	0	1	0	0	0
21	75	0	25	1229	0	31	7	3	1	1	16	3	13	20
21	75	0	26	244	0	7	0	2	1	1	2	1	1	0
21	75	0	27	183	0	4	2	0	0	0	1	1	1	1
21	75	0	28	49	0	0	0	0	0	0	0	0	0	0
21	75	0	29	242	0	9	2	2	2	0	0	3	0	0
21	75	0	30	86	0	0	0	0	0	0	0	0	0	0
21	75	0	33	428	0	0	0	0	0	0	0	0	0	0
21	76	0	0	0	0	0	0	0	0	0	0	0	0	0
21	76	0	9	189	0	0	0	0	0	0	0	0	0	0
21	76	0	10	281	0	0	0	0	0	0	0	0	0	0
21	76	0	11	512	0	0	0	0	0	0	0	0	0	0
21	76	0	13	307	0	6	0	2	1	2	1	0	0	0
21	76	0	14	64	0	0	0	0	0	0	0	0	0	0
21	76	0	15	374	0	0	0	0	0	0	0	0	0	0
21	76	0	16	113	0	2	0	1	0	0	1	0	0	0
21	76	0	17	115	0	1	0	0	0	0	0	1	0	0
21	76	0	18	52	0	1	0	0	0	0	1	0	0	0
21	76	0	19	65	0	2	1	1	0	0	0	0	0	0
21	76	0	20	272	0	8	1	2	0	1	2	2	4	0
21	76	0	21	84	0	3	1	0	0	0	1	1	0	0
21	76	0	22	50	0	0	0	0	0	0	0	0	0	0
21	76	0	23	86	0	3	1	1	0	0	1	0	0	0
21	76	0	24	58	0	3	0	0	0	2	1	0	0	0
21	76	0	25	1229	0	36	9	5	4	2	14	2	13	11
21	76	0	26	244	0	8	0	3	0	2	1	2	1	1
21	76	0	27	183	0	7	1	3	2	0	0	1	0	0
21	76	0	28	49	0	0	0	0	0	0	0	0	0	0
21	76	0	29	242	0	7	0	0	1	1	2	3	3	1
21	76	0	30	86	0	0	0	0	0	0	0	0	0	0
21	76	0	33	428	0	0	0	0	0	0	0	0	0	0
21	77	0	0	0	0	0	0	0	0	0	0	0	0	0
21	77	0	9	189	0	0	0	0	0	0	0	0	0	0
21	77	0	10	281	0	0	0	0	0	0	0	0	0	0
21	77	0	11	512	0	0	0	0	0	0	0	0	0	0
21	77	0	13	307	0	5	1	1	0	1	1	1	0	2
21	77	0	14	64	0	0	0	0	0	0	0	0	0	0
21	77	0	15	374	0	0	0	0	0	0	0	0	0	0
21	77	0	16	113	0	1	0	1	0	0	0	0	0	0
21	77	0	17	115	0	0	0	0	0	0	0	0	0	0
21	77	0	18	52	0	2	0	1	0	0	1	0	0	0
21	77	0	19	65	0	3	0	1	1	1	0	0	0	0
21	77	0	20	272	0	11	4	1	1	2	1	2	0	0
21	77	0	21	84	0	2	0	0	0	0	1	1	1	0
21	77	0	22	50	0	0	0	0	0	0	0	0	0	0
21	77	0	23	86	0	2	0	0	1	0	1	0	0	0
21	77	0	24	58	0	3	0	0	0	0	1	2	0	0
21	77	0	25	1229	0	31	10	1	4	1	11	4	17	21
21	77	0	26	244	0	7	0	2	0	3	1	1	0	0
21	77	0	27	183	0	5	1	0	0	2	1	1	0	1
21	77	0	28	49	0	0	0	0	0	0	0	0	0	0
21	77	0	29	242	0	6	2	1	0	0	3	0	0	0
21	77	0	30	86	0	1	1	0	0	0	0	0	0	0
21	77	0	33	428	0	0	0	0	0	0	0	0	0	0
21	78	0	0	0	0	0	0	0	0	0	0	0	0	0
21	78	0	9	189	0	0	0	0	0	0	0	0	0	0
21	78	0	10	281	0	0	0	0	0	0	0	0	0	0
21	78	0	11	512	0	0	0	0	0	0	0	0	0	0
21	78	0	13	307	0	8	0	4	0	1	1	2	0	1
21	78	0	14	64	0	0	0	0	0	0	0	0	0	0
21	78	0	15	374	0	3	1	2	0	0	0	0	0	0
21	78	0	16	113	0	3	1	2	0	0	0	0	0	0
21	78	0	17	115	0	0	0	0	0	0	0	0	0	0
21	78	0	18	52	0	2	0	0	0	1	1	0	0	0
21	78	0	19	65	0	2	0	0	0	0	1	1	0	1
21	78	0	20	272	0	7	0	0	3	0	1	3	0	3
21	78	0	21	84	0	3	2	0	0	0	1	0	0	0
21	78	0	22	50	0	0	0	0	0	0	0	0	0	0
21	78	0	23	86	0	3	0	1	0	0	2	0	0	0
21	78	0	24	58	0	2	0	0	0	0	1	1	0	1
21	78	0	25	1229	0	35	8	4	7	1	11	4	11	12
21	78	0	26	244	0	7	2	1	0	1	1	2	1	1
21	78	0	27	183	0	5	0	1	1	0	1	2	0	2
21	78	0	28	49	0	0	0	0	0	0	0	0	0	0
21	78	0	29	242	0	4	0	0	0	1	3	0	0	0
21	78	0	30	86	0	2	1	0	1	0	0	0	0	0
21	78	0	33	428	0	1	1	0	0	0	0	0	0	0
21	79	0	0	0	0	0	0	0	0	0	0	0	0	0
21	79	0	9	189	0	0	0	0	0	0	0	0	0	0
21	79	0	10	281	0	0	0	0	0	0	0	0	0	0
21	79	0	11	512	0	0	0	0	0	0	0	0	0	0
21	79	0	13	307	0	6	0	2	0	0	1	3	0	0
21	79	0	14	64	0	0	0	0	0	0	0	0	0	0
21	79	0	15	374	0	6	0	4	1	1	0	0	0	0
21	79	0	16	113	0	4	0	1	1	2	0	0	0	0
21	79	0	17	115	0	0	0	0	0	0	0	0	0	0
21	79	0	18	52	0	2	0	0	0	0	1	1	0	1
21	79	0	19	65	0	3	0	1	0	0	1	1	0	1
21	79	0	20	272	0	8	2	1	0	0	2	3	1	1
21	79	0	21	84	0	4	1	0	2	0	1	0	0	0
21	79	0	22	50	0	0	0	0	0	0	0	0	0	0
21	79	0	23	86	0	3	0	1	0	1	1	0	0	0
21	79	0	24	58	0	2	0	1	0	0	1	0	0	0
21	79	0	25	1229	0	22	6	2	3	1	8	2	11	11
21	79	0	26	244	0	6	1	2	1	0	0	2	0	0
21	79	0	27	183	0	6	0	2	0	1	2	1	1	2
21	79	0	28	49	0	0	0	0	0	0	0	0	0	0
21	79	0	29	242	0	6	1	1	0	0	3	1	3	0
21	79	0	30	86	0	1	0	0	0	0	1	0	0	0
21	79	0	33	428	0	1	0	1	0	0	0	0	0	0
21	80	0	0	0	0	0	0	0	0	0	0	0	0	0
21	80	0	9	189	0	2	1	1	0	0	0	0	0	0
21	80	0	10	281	0	0	0	0	0	0	0	0	0	0
21	80	0	11	512	0	0	0	0	0	0	0	0	0	0
21	80	0	13	307	0	4	0	3	0	0	1	0	0	0
21	80	0	14	64	0	0	0	0	0	0	0	0	0	0
21	80	0	15	374	0	1	0	0	0	1	0	0	0	0
21	80	0	16	113	0	5	0	1	0	1	1	2	0	1
21	80	0	17	115	0	0	0	0	0	0	0	0	0	0
21	80	0	18	52	0	2	0	0	0	0	1	1	1	1
21	80	0	19	65	0	1	0	0	0	0	1	0	0	0
21	80	0	20	272	0	5	1	1	1	0	2	0	0	0
21	80	0	21	84	0	2	0	0	0	0	2	0	0	0
21	80	0	22	50	0	0	0	0	0	0	0	0	0	0
21	80	0	23	86	0	1	0	0	0	1	0	0	0	0
21	80	0	24	58	0	3	0	1	0	1	1	0	0	0
21	80	0	25	1229	0	29	10	5	1	1	9	3	11	12
21	80	0	26	244	0	6	1	1	1	1	1	1	0	0
21	80	0	27	183	0	5	1	0	0	0	2	2	1	4
21	80	0	28	49	0	0	0	0	0	0	0	0	0	0
21	80	0	29	242	0	5	2	0	0	0	2	1	2	3
21	80	0	30	86	0	0	0	0	0	0	0	0	0	0
21	80	0	33	428	0	0	0	0	0	0	0	0	0	0
21	81	0	0	0	0	0	0	0	0	0	0	0	0	0
21	81	0	9	189	0	2	0	1	1	0	0	0	0	0
21	81	0	10	281	0	0	0	0	0	0	0	0	0	0
21	81	0	11	512	0	0	0	0	0	0	0	0	0	0
21	81	0	13	307	0	5	0	1	0	3	1	0	0	0
21	81	0	14	64	0	0	0	0	0	0	0	0	0	0
21	81	0	15	374	0	1	0	0	0	0	0	1	0	0
21	81	0	16	113	0	4	0	0	0	1	1	2	1	1
21	81	0	17	115	0	0	0	0	0	0	0	0	0	0
21	81	0	18	52	0	4	1	1	0	0	1	1	0	1
21	81	0	19	65	0	3	1	1	0	0	1	0	0	0
21	81	0	20	272	0	7	0	3	0	1	3	0	0	0
21	81	0	21	84	0	3	0	1	0	0	2	0	0	0
21	81	0	22	50	0	0	0	0	0	0	0	0	0	0
21	81	0	23	86	0	1	0	0	0	0	0	1	0	0
21	81	0	24	58	0	3	0	0	0	1	1	1	0	0
21	81	0	25	1229	0	33	10	4	7	4	6	2	5	3
21	81	0	26	244	0	7	0	3	1	1	1	1	2	0
21	81	0	27	183	0	6	1	1	0	0	2	2	2	1
21	81	0	28	49	0	0	0	0	0	0	0	0	0	0
21	81	0	29	242	0	6	2	2	0	0	1	1	0	3
21	81	0	30	86	0	0	0	0	0	0	0	0	0	0
21	81	0	33	428	0	0	0	0	0	0	0	0	0	0
21	82	0	0	0	0	0	0	0	0	0	0	0	0	0
21	82	0	9	189	0	2	0	0	0	1	1	0	0	0
21	82	0	10	281	0	0	0	0	0	0	0	0	0	0
21	82	0	11	512	0	0	0	0	0	0	0	0	0	0
21	82	0	13	307	0	4	0	0	0	1	1	2	3	2
21	82	0	14	64	0	0	0	0	0	0	0	0	0	0
21	82	0	15	374	0	1	0	0	0	0	0	1	0	0
21	82	0	16	113	0	4	0	0	0	0	1	3	1	0
21	82	0	17	115	0	4	1	3	0	0	0	0	0	0
21	82	0	18	52	0	3	0	0	0	1	1	1	0	0
21	82	0	19	65	0	2	0	0	0	1	1	0	0	0
21	82	0	20	272	0	4	0	0	0	1	3	0	0	0
21	82	0	21	84	0	3	0	0	0	1	2	0	0	0
21	82	0	22	50	0	0	0	0	0	0	0	0	0	0
21	82	0	23	86	0	1	0	0	0	0	0	1	0	0
21	82	0	24	58	0	0	0	0	0	0	0	0	0	0
21	82	0	25	1229	0	26	6	2	4	1	9	4	9	8
21	82	0	26	244	0	7	2	0	0	1	2	2	2	2
21	82	0	27	183	0	6	1	0	0	1	2	2	0	0
21	82	0	28	49	0	0	0	0	0	0	0	0	0	0
21	82	0	29	242	0	7	0	2	2	1	1	1	4	1
21	82	0	30	86	0	0	0	0	0	0	0	0	0	0
21	82	0	33	428	0	0	0	0	0	0	0	0	0	0
21	83	0	0	0	0	0	0	0	0	0	0	0	0	0
21	83	0	9	189	0	1	0	0	0	0	0	1	0	0
21	83	0	10	281	0	1	1	0	0	0	0	0	0	0
21	83	0	11	512	0	0	0	0	0	0	0	0	0	0
21	83	0	13	307	0	7	2	1	0	0	1	3	0	2
21	83	0	14	64	0	0	0	0	0	0	0	0	0	0
21	83	0	15	374	0	1	0	0	0	0	0	1	0	0
21	83	0	16	113	0	6	1	1	0	0	1	3	1	0
21	83	0	17	115	0	1	0	0	0	1	0	0	0	0
21	83	0	18	52	0	2	0	0	0	0	1	1	1	1
21	83	0	19	65	0	3	0	1	0	0	1	1	0	1
21	83	0	20	272	0	5	0	1	0	0	3	1	2	6
21	83	0	21	84	0	2	0	0	0	0	2	0	0	0
21	83	0	22	50	0	0	0	0	0	0	0	0	0	0
21	83	0	23	86	0	0	0	0	0	0	0	0	0	0
21	83	0	24	58	0	3	2	1	0	0	0	0	0	0
21	83	0	25	1229	0	28	7	3	3	2	9	4	18	6
21	83	0	26	244	0	9	1	1	2	0	2	3	0	0
21	83	0	27	183	0	6	1	1	1	0	0	3	0	0
21	83	0	28	49	0	0	0	0	0	0	0	0	0	0
21	83	0	29	242	0	8	2	0	0	2	3	1	2	2
21	83	0	30	86	0	0	0	0	0	0	0	0	0	0
21	83	0	33	428	0	0	0	0	0	0	0	0	0	0
21	84	0	0	0	0	0	0	0	0	0	0	0	0	0
21	84	0	9	189	0	1	0	0	0	0	0	1	0	0
21	84	0	10	281	0	3	0	3	0	0	0	0	0	0
21	84	0	11	512	0	1	1	0	0	0	0	0	0	0
21	84	0	13	307	0	6	0	1	1	1	1	2	1	0
21	84	0	14	64	0	0	0	0	0	0	0	0	0	0
21	84	0	15	374	0	1	0	0	0	0	0	1	0	0
21	84	0	16	113	0	3	0	0	0	0	0	3	0	0
21	84	0	17	115	0	1	1	0	0	0	0	0	0	0
21	84	0	18	52	0	2	1	0	0	0	1	0	0	0
21	84	0	19	65	0	2	0	0	0	0	1	1	2	2
21	84	0	20	272	0	8	3	1	0	1	3	0	0	0
21	84	0	21	84	0	3	0	1	0	0	2	0	0	0
21	84	0	22	50	0	0	0	0	0	0	0	0	0	0
21	84	0	23	86	0	3	1	2	0	0	0	0	0	0
21	84	0	24	58	0	2	0	0	1	1	0	0	0	0
21	84	0	25	1229	0	37	12	2	6	0	11	6	3	15
21	84	0	26	244	0	8	0	1	1	1	3	2	0	5
21	84	0	27	183	0	5	1	0	1	1	0	2	0	0
21	84	0	28	49	0	0	0	0	0	0	0	0	0	0
21	84	0	29	242	0	6	2	1	0	0	2	1	3	4
21	84	0	30	86	0	0	0	0	0	0	0	0	0	0
21	84	0	33	428	0	0	0	0	0	0	0	0	0	0
21	84	0	36	185	0	1	1	0	0	0	0	0	0	0
21	85	0	0	0	0	0	0	0	0	0	0	0	0	0
21	85	0	9	189	0	0	0	0	0	0	0	0	0	0
21	85	0	10	281	0	2	0	0	0	2	0	0	0	0
21	85	0	11	512	0	2	0	2	0	0	0	0	0	0
21	85	0	13	307	0	10	1	4	0	1	2	2	3	1
21	85	0	14	64	0	0	0	0	0	0	0	0	0	0
21	85	0	15	374	0	1	0	0	0	0	0	1	0	0
21	85	0	16	113	0	2	0	0	0	0	0	2	0	0
21	85	0	17	115	0	3	0	3	0	0	0	0	0	0
21	85	0	18	52	0	2	0	0	1	0	1	0	0	0
21	85	0	19	65	0	2	1	0	0	0	0	1	0	0
21	85	0	20	272	0	9	0	2	3	1	2	1	3	0
21	85	0	21	84	0	3	0	1	0	0	2	0	0	0
21	85	0	22	50	0	0	0	0	0	0	0	0	0	0
21	85	0	23	86	0	4	0	1	1	2	0	0	0	0
21	85	0	24	58	0	2	0	1	0	0	0	1	0	0
21	85	0	25	1229	0	30	1	4	6	1	13	5	13	10
21	85	0	26	244	0	9	1	1	0	0	4	3	4	2
21	85	0	27	183	0	6	1	2	0	0	0	3	0	0
21	85	0	28	49	0	0	0	0	0	0	0	0	0	0
21	85	0	29	242	0	7	2	1	1	0	2	1	2	3
21	85	0	30	86	0	0	0	0	0	0	0	0	0	0
21	85	0	33	428	0	0	0	0	0	0	0	0	0	0
21	85	0	36	185	0	1	0	1	0	0	0	0	0	0
21	86	0	0	0	0	0	0	0	0	0	0	0	0	0
21	86	0	9	189	0	0	0	0	0	0	0	0	0	0
21	86	0	10	281	0	1	0	0	0	0	0	1	0	0
21	86	0	11	512	0	0	0	0	0	0	0	0	0	0
21	86	0	13	307	0	7	2	0	0	2	1	2	5	0
21	86	0	14	64	0	0	0	0	0	0	0	0	0	0
21	86	0	15	374	0	5	3	1	0	0	0	1	0	0
21	86	0	16	113	0	0	0	0	0	0	0	0	0	0
21	86	0	17	115	0	3	0	0	0	3	0	0	0	0
21	86	0	18	52	0	1	0	0	0	0	1	0	0	0
21	86	0	19	65	0	1	0	0	1	0	0	0	0	0
21	86	0	20	272	0	8	2	0	0	1	3	2	2	2
21	86	0	21	84	0	1	0	0	0	0	1	0	0	0
21	86	0	22	50	0	0	0	0	0	0	0	0	0	0
21	86	0	23	86	0	2	0	0	0	0	1	1	0	1
21	86	0	24	58	0	1	0	0	0	0	0	1	0	0
21	86	0	25	1229	0	38	14	2	0	3	14	5	13	9
21	86	0	26	244	0	6	1	1	0	0	2	2	3	1
